,Shot rate,002.Opening  time [s],009. Plasticizing  time [s],008.Filling  time [s],015.Peak  value Inj.  Pressure  [psi],016. Change- over Inj.  Pressure  [psi],012.Min.melt  cushion [in],014.Volume  for end HP  [in],111.Cooling  time [s],112.Holding  pressure  time [s],092.Peak  value  Holding  pressure  [psi],136.Injection  volume [in],056.current  time [s],machine_id,order,datetime,filepath,group_id
244,6299,13.42,42.65,4.14,2064.0,2061.0,1.16,1.22,51.11,9.45,1205.0,12.18,5.05,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
245,6300,13.33,41.82,4.14,2103.0,2100.0,1.1,1.13,49.88,9.45,1204.0,12.24,5.06,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
246,6301,13.21,40.64,4.14,2048.0,2048.0,1.07,1.11,52.93,9.45,1205.0,12.27,5.08,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
247,6302,13.55,43.77,4.14,2065.0,2061.0,1.09,1.14,48.35,9.45,1205.0,12.24,5.09,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
248,6303,13.37,39.01,4.14,2091.0,2087.0,1.13,1.19,49.72,9.45,1205.0,12.2,5.11,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
249,6304,13.33,40.47,4.14,2055.0,2055.0,1.1,1.15,51.5,9.45,1205.0,12.23,5.13,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
250,6305,13.36,42.27,4.14,2090.0,2083.0,1.13,1.17,48.3,9.45,1205.0,12.2,5.14,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
251,6306,13.35,39.05,4.14,2055.0,2052.0,1.09,1.13,52.55,9.45,1205.0,12.25,5.16,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
252,6307,13.41,43.31,4.14,2073.0,2071.0,1.15,1.2,49.4,9.45,1204.0,12.19,5.17,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
253,6308,13.37,40.14,4.14,2058.0,2052.0,1.15,1.21,52.01,9.45,1204.0,12.19,5.19,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
254,6309,13.34,42.77,4.14,2107.0,2103.0,1.12,1.15,48.55,9.45,1205.0,12.22,5.21,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
255,6310,13.4,39.33,4.14,2067.0,2068.0,1.15,1.2,50.49,9.45,1204.0,12.19,5.22,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
256,6311,13.36,41.23,4.14,2086.0,2086.0,1.12,1.19,52.55,9.45,1204.0,12.21,5.24,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
257,6312,13.32,43.29,4.14,2096.0,2094.0,1.17,1.23,52.81,9.45,1205.0,12.16,5.25,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
258,6313,13.38,43.6,4.14,2080.0,2073.0,1.15,1.2,52.47,9.45,1205.0,12.19,5.27,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
259,6314,13.29,43.22,4.15,2106.0,2100.0,1.15,1.22,52.69,9.45,1204.0,12.19,5.29,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
260,6115,13.27,40.28,4.15,2151.0,2148.0,1.16,1.19,50.05,9.45,1204.0,12.19,23.53,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
261,6116,13.14,40.84,4.15,2138.0,2135.0,1.13,1.16,49.9,9.45,1204.0,12.21,23.55,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
262,6117,13.3,40.77,4.14,2126.0,2126.0,1.15,1.19,51.2,9.45,1205.0,12.2,23.56,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
263,6118,13.22,41.98,4.14,2125.0,2119.0,1.17,1.22,50.37,9.45,1204.0,12.17,23.58,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
264,6119,13.27,41.19,4.15,2120.0,2119.0,1.13,1.15,47.96,9.45,1204.0,12.2,0.0,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
265,6120,13.26,38.77,4.14,2115.0,2110.0,1.13,1.18,48.81,9.45,1204.0,12.22,0.01,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
266,6121,13.23,39.61,4.14,2093.0,2094.0,1.09,1.12,47.58,9.45,1205.0,12.25,0.03,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
267,6122,13.21,38.4,4.14,2115.0,2110.0,1.13,1.17,48.3,9.45,1205.0,12.21,0.04,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
268,6123,13.19,39.15,4.14,2128.0,2129.0,1.15,1.19,48.33,9.45,1205.0,12.2,0.06,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
269,6124,13.29,39.18,4.15,2131.0,2131.0,1.13,1.17,48.37,9.45,1204.0,12.21,0.07,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
270,6125,13.29,39.16,4.15,2120.0,2120.0,1.14,1.17,47.71,9.45,1205.0,12.2,0.09,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
271,6126,13.24,38.49,4.15,2132.0,2128.0,1.11,1.15,48.43,9.45,1205.0,12.23,0.11,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
272,6127,13.25,39.23,4.15,2116.0,2115.0,1.1,1.13,48.04,9.45,1205.0,12.24,0.12,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
273,6128,13.15,38.86,4.15,2135.0,2138.0,1.13,1.18,50.82,9.45,1204.0,12.21,0.14,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
274,6129,13.15,41.67,4.15,2145.0,2145.0,1.12,1.16,51.32,9.45,1205.0,12.22,0.15,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
275,6130,13.18,42.17,4.15,2161.0,2158.0,1.17,1.2,50.35,9.45,1205.0,12.17,0.17,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
276,6131,13.27,41.17,4.15,2147.0,2145.0,1.11,1.15,47.84,9.45,1205.0,12.22,0.18,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
277,6132,13.17,38.64,4.15,2157.0,2157.0,1.16,1.21,50.44,9.45,1204.0,12.18,0.2,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
278,6133,13.28,41.29,4.15,2148.0,2147.0,1.17,1.23,50.96,9.45,1204.0,12.17,0.22,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
279,6134,13.3,41.76,4.15,2148.0,2145.0,1.16,1.19,46.88,9.45,1204.0,12.19,0.23,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:28:02,./test_data2/imm2_6134.xls,2
280,6175,13.27,42.3,4.15,2152.0,2152.0,1.17,1.21,51.24,9.45,1205.0,12.17,1.28,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
281,6176,13.29,42.04,4.15,2173.0,2173.0,1.15,1.19,50.59,9.45,1205.0,12.19,1.29,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
282,6177,13.27,41.39,4.15,2167.0,2161.0,1.13,1.17,48.2,9.45,1204.0,12.21,1.31,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
283,6178,13.18,39.02,4.14,2087.0,2087.0,1.09,1.12,48.5,9.45,1205.0,12.25,1.32,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
284,6179,13.35,39.35,4.14,2110.0,2109.0,1.11,1.13,48.49,9.45,1205.0,12.24,1.34,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
285,6180,13.27,39.27,4.14,2106.0,2102.0,1.14,1.18,50.82,9.45,1205.0,12.2,1.36,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
286,6181,13.36,41.62,4.15,2135.0,2131.0,1.14,1.18,48.32,9.45,1205.0,12.2,1.37,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
287,6182,13.23,39.08,4.15,2109.0,2110.0,1.15,1.2,51.05,9.45,1204.0,12.19,1.39,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
288,6183,13.31,41.87,4.15,2152.0,2147.0,1.15,1.19,50.48,9.45,1204.0,12.19,1.4,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
289,6184,13.27,41.29,4.15,2165.0,2160.0,1.16,1.2,48.17,9.45,1204.0,12.19,1.42,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
290,6185,13.29,38.95,4.15,2144.0,2144.0,1.13,1.17,51.39,9.45,1205.0,12.2,1.43,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
291,6186,13.16,42.18,4.14,2120.0,2118.0,1.14,1.18,51.47,9.45,1204.0,12.2,1.45,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
292,6187,13.29,42.32,4.14,2148.0,2142.0,1.13,1.15,48.82,9.45,1205.0,12.21,1.47,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
293,6188,13.22,39.6,4.14,2107.0,2102.0,1.15,1.19,50.74,9.45,1205.0,12.19,1.48,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
294,6189,13.27,41.57,4.15,2120.0,2118.0,1.12,1.15,51.06,9.45,1205.0,12.22,1.5,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
295,6190,13.15,41.88,4.14,2132.0,2131.0,1.11,1.13,49.82,9.45,1204.0,12.24,1.51,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
296,6191,13.27,40.69,4.15,2161.0,2157.0,1.14,1.17,49.31,9.45,1204.0,12.2,1.53,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
297,6192,13.21,40.12,4.14,2094.0,2094.0,1.11,1.15,51.39,9.45,1205.0,12.23,1.55,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
298,6193,13.32,42.22,4.15,2129.0,2125.0,1.13,1.17,48.88,9.45,1205.0,12.21,1.56,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
299,6194,13.35,39.66,4.14,2113.0,2116.0,1.14,1.19,48.95,9.45,1205.0,12.2,1.58,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 02:02:41,./test_data2/imm2_6194.xls,2
